"y4_hhid","qx_type","interview_status","PID","id_code","hh_c02","hh_c03","hh_c04","hh_c05_1","hh_c05_2a","hh_c05_2b","hh_c05_2_oth","hh_c05_3","hh_c05_4a","hh_c05_4b","hh_c05_4_oth","hh_c05_5","hh_c06","hh_c07a","hh_c07b","hh_c07_oth","hh_c08","hh_c09","hh_c10","hh_c11","hh_c12","hh_c13","hh_c14","hh_c14_oth","hh_c15","hh_c16","hh_c17","hh_c18","hh_c18_oth","hh_c19a","hh_c19b","hh_c20","hh_c21","hh_c21_oth","hh_c22a","hh_c22b","hh_c22c","hh_c22d","hh_c22e","hh_c22f","hh_c22g","hh_c22h","hh_c22i","hh_c22j","hh_c22k","hh_c22l","hh_c23filtera","hh_c23a_1","hh_c23a_2","hh_c23a_3","hh_c23filter","hh_c23b_1","hh_c23b_2","hh_c24","hh_c25"
"0979-001",1,1,"153505",4,,2,1,2,,,,2,,,,1,1,,,,3,1,8,1,3,1,,,,11,1,1,,10,1,2,,,0,0,610,0,0,700,0,0,0,0,0,1310,1,1,,,,,,2,
"0979-001",1,1,"153506",5,,1,,1,1,,,1,1,,,1,1,,,,6,1,7,1,5,2,2,,2018,,,,,,,,,,0,0,210,0,0,300,0,0,0,0,0,510,1,5,,,,,,2,
"0979-001",1,1,"153507",6,,2,1,2,,,,2,,,,1,1,,,,2,1,6,1,2,1,,,,11,1,1,,20,1,1,2,,0,0,500,0,0,700,0,0,0,0,0,1200,1,1,,,,,,2,
"0979-001",1,1,"153508",7,,2,1,1,1,,,1,1,,,2,1,,,,3,1,6,1,2,1,,,,11,1,1,,20,1,1,1,,0,0,1500,0,0,700,0,0,0,0,0,2200,1,1,,,,,,2,
"0979-001",1,1,"3074700109",8,,2,1,2,,,,2,,,,2,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,
"0979-001",1,1,"3074700110",9,"X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"0980-003",1,1,"153503",1,,1,,1,1,,,1,1,,,1,1,,,,8,1,12,2,,2,3,,2008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,
"0980-003",1,1,"3074700302",2,,2,1,1,1,,,1,1,,,1,1,,,,7,1,8,2,,2,4,,2011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,
"0980-003",1,1,"3074700303",3,,2,1,2,,,,2,,,,2,1,,,,1,1,5,2,,1,,,,11,1,1,,3,1,2,,,0,0,900,0,0,0,0,0,250,0,0,1150,1,1,2,,,,,2,
"0980-003",1,1,"4098000304",4,"X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"0981-001",1,1,"153702",1,,1,,1,1,,,2,,,,1,1,,,,4,1,6,2,,2,2,,1996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,
"0981-001",1,1,"153703",2,,2,1,1,1,,,1,1,,,1,1,,,,8,1,6,1,7,1,,,,11,1,1,,5,1,2,,,0,0,11000,1500,0,2100,0,0,0,6000,0,25600,1,5,,,,,,2,
"0981-001",1,1,"153704",3,,2,1,1,1,,,1,1,,,1,1,,,,6,1,6,1,5,1,,,,11,1,1,,5,1,2,,,0,0,4500,1700,0,2100,0,0,2100,1500,0,11900,1,1,5,,,,,2,
"0981-001",1,1,"153705",4,,2,1,1,1,,,1,1,,,1,1,,,,4,1,6,1,3,1,,,,11,1,1,,10,1,2,,,0,0,1800,2000,0,600,0,0,0,0,0,4400,1,1,5,,,,,2,
"0981-001",1,1,"3074800105",5,,2,1,1,1,,,1,1,,,1,1,,,,6,1,6,2,,2,2,,1996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,
"0981-001",1,1,"3074800106",6,"X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"0982-001",1,1,"153901",1,,2,3,1,1,,,1,1,,,1,1,,,,7,1,7,2,,2,2,,1994,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,
"0982-001",1,1,"4098200102",2,,1,,1,1,,,1,1,,,1,1,,,,6,1,6,2,,2,2,,1995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,
"0982-001",1,1,"4098200103",3,,2,2,1,1,,,1,1,,,1,1,,,,8,2,7,2,,2,2,,2017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,
"0982-001",1,1,"4098200105",5,,2,2,1,1,,,1,1,,,1,1,,,,8,1,6,1,7,1,,,,11,1,1,,25,1,2,,,0,0,4500,0,0,1500,0,0,4500,0,0,10500,1,2,,,,,,2,
"0982-001",1,1,"4098200106",6,,2,2,2,,,,2,,,,2,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,
"0982-002",1,1,"153902",2,,1,,1,1,,,1,1,,,1,1,,,,6,1,7,2,,2,2,,1986,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,
"0982-002",1,1,"153903",3,,2,2,1,1,,,2,,,,1,1,,,,4,1,5,1,3,1,,,,11,2,,,,,2,,,0,0,2900,0,0,0,0,500,0,0,0,3400,1,2,,,,,,2,
"0982-002",1,1,"153904",4,,2,2,1,1,,,2,,,,1,1,,,,2,1,6,1,2,1,,,,11,1,1,,30,1,2,,,0,0,3000,0,0,0,0,0,600,0,0,3600,1,3,,,,,,2,
"0982-002",1,1,"3074900105",5,,2,2,2,,,,2,,,,2,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,
"0982-002",1,1,"3074900106",6,"X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"0983-001",1,1,"154100207",5,,1,,2,,,,2,,,,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,
"0983-001",1,1,"154102",1,,1,,2,,,,2,,,,1,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,
"0983-001",1,1,"154105",2,,1,,1,1,,,2,,,,1,1,,,,3,1,6,2,,2,7,,2005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,
"0983-001",1,1,"154106",3,,2,1,2,,,,2,,,,1,2,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,
"0983-001",1,1,"4098300106",6,"X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"0984-002",1,1,"154100209",3,,2,2,2,,,,2,,,,1,1,,,,1,1,6,1,1,1,,,,11,1,1,,15,1,1,2,,0,0,1500,1500,0,600,0,0,0,0,0,3600,1,2,,,,,,2,
"0984-002",1,1,"154103",2,,1,,1,1,,,1,1,,,1,1,,,,5,1,6,2,,2,5,,2004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,
"0984-002",1,1,"3075000204",4,"X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"0985-002",1,1,"3075100106",2,,1,,1,1,,,1,1,,,1,1,,,,8,2,8,2,,2,2,,2017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,
"0985-002",1,1,"4098500203",3,"X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"0985-002",1,1,"4098500204",4,,2,2,2,,,,2,,,,2,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,
"0985-002",1,1,"4098500205",5,,2,2,1,1,,,2,,,,1,1,,,,1,1,5,1,0,1,,,,11,1,1,,35,1,1,2,,0,0,3000,0,0,1500,0,150,750,500,0,5900,1,2,,,,,,2,
"0985-002",1,1,"4098500206",6,,1,,1,1,,,1,1,,,1,1,,,,2,1,6,1,2,1,,,,11,1,1,,35,1,2,,,0,0,3000,2500,0,1500,0,750,450,0,0,8200,1,2,,,,,,2,
"0985-002",1,1,"4098500207",7,,1,,1,1,,,1,1,,,1,1,,,,5,1,6,1,4,1,,,,12,1,1,,35,1,2,,,0,0,5000,2600,0,1500,0,750,1500,0,2500,13850,1,2,,,,,,2,
"0985-002",1,1,"4098500208",8,,1,,1,1,,,1,1,,,1,1,,,,12,4,4,2,,2,2,,2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,
"0987-004",1,1,"154300204",2,,1,,1,1,,,2,,,,1,1,,,,3,1,10,2,,2,2,,2011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,
"0987-004",1,1,"3075100403",3,,2,2,2,,,,2,,,,2,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,
"0987-004",1,1,"3075100404",4,"X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"0987-004",1,1,"4098700405",5,"X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"0987-005",1,1,"3075100401",1,,2,2,1,1,,,1,1,,,1,1,,,,10,2,7,2,,2,5,,2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,
"0987-005",1,1,"4098700502",2,,1,,1,1,,,1,1,,,1,1,,,,6,1,6,2,,2,2,,2016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,
"0987-005",1,1,"4098700503",3,"X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"0987-005",1,1,"4098700504",4,"X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"0988-001",1,1,"154500105",4,,2,1,1,1,,,1,1,,,1,1,,,,7,1,5,1,7,1,,,,12,1,1,,30,1,2,,,0,0,4600,5000,0,0,0,0,6000,0,0,15600,1,1,,,,,,2,
"0988-001",1,1,"154501",1,,1,,2,,,,2,,,,2,1,,,,2,1,6,2,,2,7,,1966,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,
"0988-001",1,1,"154503",3,,2,1,1,1,,,1,1,,,1,1,,,,10,2,6,2,,2,4,,2016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,
"0988-001",1,1,"154504",2,,2,1,1,1,,,1,1,,,1,1,,,,7,1,6,2,,2,7,,1993,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,
"0988-001",1,1,"3075200106",5,"X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"0989-001",1,1,"154701",1,,2,2,1,1,,,1,1,,,1,1,,,,8,1,6,2,,2,2,,1963,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,
"0989-001",1,1,"154702",2,,1,,2,,,,2,,,,2,2,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,
"0989-001",1,1,"154704",3,,2,2,1,1,,,1,1,,,1,1,,,,12,3,6,2,,2,2,,2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,
"0989-001",1,1,"154705",4,,2,2,1,1,,,1,1,,,1,1,,,,12,3,7,2,,2,4,,2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,
"0989-001",1,1,"154707",5,,2,2,1,1,,,1,1,,,1,1,,,,7,1,5,1,6,1,,,,12,1,1,,30,1,2,,,0,0,1800,0,0,1500,0,0,4500,0,0,7800,1,1,,,,,,2,
"0989-001",1,1,"3075300106",6,,2,2,1,1,,,1,1,,,1,1,,,,8,1,6,2,,2,7,,2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,
"0989-001",1,1,"4098900107",7,"X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"0989-001",1,1,"4098900108",8,"X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"0989-001",1,1,"4098900109",9,"X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"0990-001",1,1,"154700601",1,,2,2,1,1,,,1,1,,,1,1,,,,12,4,7,2,,2,3,,1999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,
"0990-001",1,1,"154700602",2,,1,,1,1,,,1,1,,,1,1,,,,7,1,6,2,,2,2,,2003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,
"0990-001",1,1,"154700603",3,,2,2,1,1,,,1,1,,,1,1,,,,5,1,5,1,4,1,,,,11,1,1,,30,1,2,,,0,0,5000,2000,0,2700,0,0,0,500,0,10200,1,1,,,,,,2,
"0990-001",1,1,"154700604",4,,2,2,2,,,,2,,,,2,1,,,,1,1,5,2,,1,,,,11,1,1,,20,1,2,,,0,0,500,2000,0,2700,0,0,0,500,0,5700,1,1,,,,,,2,
"0990-001",1,1,"3075500105",5,"X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"0990-001",1,1,"4099000107",7,"X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"0990-001",1,1,"4099000108",8,"X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"0991-001",1,1,"154901",1,,1,,1,1,,,1,1,,,1,1,,,,10,3,6,2,,2,2,,2004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,
"0991-001",1,1,"4099100102",2,,1,,1,1,,,1,1,,,1,1,,,,9,2,6,2,,2,2,,2008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,
"0991-001",1,1,"4099100103",3,,2,2,2,,,,2,,,,2,1,,,,1,1,6,1,1,1,,,,11,1,1,,30,1,2,,,0,0,1340,0,0,500,0,0,600,0,0,2440,1,1,,,,,,2,
"0991-001",1,1,"4099100104",4,,2,1,2,,,,2,,,,2,1,,,,1,1,5,2,,1,,,,11,1,1,,45,1,2,,,0,0,1340,0,0,500,0,0,600,0,0,2440,1,1,,,,,,2,
"0991-001",1,1,"4099100105",5,"X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"0991-002",1,1,"154900104",4,,2,2,2,,,,2,,,,2,1,,,,1,1,6,1,0,1,,,,11,1,1,,50,1,2,,,0,0,1200,0,0,0,0,0,1000,0,0,2200,1,2,,,,,,2,
"0991-002",1,1,"154902",2,,1,,1,1,,,1,1,,,1,1,,,,5,1,6,2,,2,2,,2005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,
"0991-002",1,1,"154903",3,,2,2,2,,,,2,,,,2,1,,,,3,1,6,1,3,1,,,,11,1,1,,50,1,2,,,0,0,5000,2500,0,0,0,0,2000,0,0,9500,1,2,,,,,,2,
"0991-002",1,1,"4099100205",5,"X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"0992-001",1,1,"155100204",4,,2,2,2,,,,2,,,,2,1,,,,1,1,7,1,1,1,,,,11,1,1,,20,1,2,,,0,0,300,0,0,1500,0,0,0,0,0,1800,1,1,,,,,,2,
"0992-001",1,1,"155102",1,,2,3,1,1,,,1,1,,,1,1,,,,8,1,6,2,,2,2,,1991,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,
"0992-001",1,1,"155103",2,,1,,2,,,,2,,,,1,1,,,,5,1,7,2,,2,7,,1996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,
"0992-001",1,1,"155106",3,,2,2,1,1,,,1,1,,,1,1,,,,4,1,6,1,3,1,,,,11,1,1,,20,1,2,,,0,0,420,0,0,1500,0,0,0,0,600,2520,1,1,,,,,,2,
"0992-001",1,1,"3075700105",5,,2,2,2,,,,2,,,,2,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,
"0992-001",1,1,"4099200106",6,"X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"0992-001",1,1,"4099200107",7,"X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"0993-001",1,1,"155100401",1,,1,,2,,,,2,,,,1,2,2,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,
"0993-001",1,1,"155100405",4,,2,1,1,1,,,1,1,,,2,1,,,,5,1,6,2,,2,4,,2016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,
"0993-001",1,1,"155100406",5,,1,,1,1,,,1,1,,,1,1,,,,4,1,7,2,,2,5,,2017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,
"0993-001",1,1,"155100407",6,,2,1,2,,,,2,,,,1,1,,,,2,2,6,1,2,1,,,,11,1,1,,30,1,1,8,"SHE ALWAYS CRY WHEN GOING TO SCHOOL",0,0,1500,0,0,1500,0,0,600,0,0,3600,1,1,,,,,,2,
"0993-001",1,1,"155105",3,,1,,1,1,,,1,1,,,1,1,,,,12,3,6,2,,2,2,,2016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,
"0993-003",1,1,"155104",3,,1,,1,1,,,1,1,,,1,1,,,,8,2,8,2,,2,2,,2017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,
"0993-003",1,1,"4099300302",2,,2,3,2,,,,2,,,,1,1,,,,5,1,7,2,,2,2,,2005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,
"0993-008",1,1,"3075800108",1,,1,,2,,,,2,,,,1,1,,,,2,1,7,2,,2,2,,1974,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,
"0994-003",1,1,"3075800202",2,,1,,1,1,,,1,1,,,1,1,,,,8,1,7,2,,2,4,,2013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,
"0994-003",1,1,"3075800203",3,"X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"0995-001",1,1,"155300104",4,,2,2,1,1,,,1,1,,,1,1,,,,3,1,5,1,2,1,,,,11,1,1,,3,1,2,,,0,0,1200,0,0,500,0,0,600,0,750,3050,1,1,,,,,,2,
"0995-001",1,1,"155300105",5,,2,2,1,1,,,1,1,,,1,1,,,,6,1,6,2,,2,2,,2016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,
"0995-001",1,1,"155301",1,,2,2,2,,,,2,,,,1,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,
"0995-001",1,1,"155302",2,,2,3,1,1,,,1,1,,,1,1,,,,3,1,9,2,,2,2,,2004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,
"0995-001",1,1,"155303",3,,2,2,1,1,,,1,1,,,1,1,,,,3,1,5,1,3,1,,,,11,1,1,,3,1,2,,,0,0,1200,0,0,500,0,0,600,0,750,3050,1,1,,,,,,2,
"0995-001",1,1,"3075900106",6,"X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"0996-002",1,1,"3076000102",2,,1,,2,,,,2,,,,2,1,,,,1,1,7,2,,2,7,,1972,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,
"0996-002",1,1,"3076000103",3,,2,2,2,,,,2,,,,2,2,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,
"0996-002",1,1,"3076000104",4,,2,2,2,,,,2,,,,2,1,,,,1,1,6,2,,2,7,,2008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,
"0996-002",1,1,"3076000105",5,,2,2,1,1,,,1,1,,,1,1,,,,5,1,6,1,5,2,3,,2018,,,,,,,,,,0,0,1000,0,0,0,0,0,0,0,600,1600,1,2,,,,,,2,
"0996-002",1,1,"3076000106",6,,1,,2,,,,2,,,,1,1,,,,3,1,6,2,,1,,,,11,1,1,,20,1,2,,,0,0,900,0,0,750,0,0,750,0,300,2700,1,2,,,,,,2,
"0996-002",1,1,"4099600207",7,"X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"0997-001",1,1,"155500202",2,,1,,2,,,,2,,,,2,1,,,,3,1,6,2,,2,7,,1991,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,
"0997-001",1,1,"155500203",3,,2,1,1,1,,,2,,,,2,1,,,,5,1,6,1,5,2,2,,2018,,,,,,,,,,0,0,840,0,0,1000,0,0,0,0,0,1840,1,1,,,,,,2,
"0997-001",1,1,"155500204",4,,2,1,2,,,,2,,,,2,1,,,,2,1,6,1,1,1,,,,11,1,1,,30,1,2,,,0,0,840,0,0,1000,0,0,0,0,0,1840,1,1,,,,,,2,
"0997-001",1,1,"155500205",5,,2,1,2,,,,2,,,,2,1,,,,1,1,5,1,1,1,,,,11,1,1,,30,1,2,,,0,0,840,0,0,0,0,0,0,0,0,840,1,1,,,,,,2,
"0997-001",1,1,"155500206",6,,2,1,2,,,,2,,,,2,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,
"0997-001",1,1,"155502",1,,1,,2,,,,2,,,,2,1,,,,1,1,6,2,,2,8,,1993,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,
"0997-001",1,1,"3076100107",7,"X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"0999-004",1,1,"155704",2,,1,,2,,,,2,,,,2,1,,,,3,1,7,2,,2,2,,1999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,
"0999-004",1,1,"3076200401",1,,1,,1,1,,,1,1,,,1,1,,,,8,2,6,2,,2,2,,2000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,
"0999-004",1,1,"3076200403",3,"X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"0999-004",1,1,"4099900404",4,"X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1000-005",1,1,"155700110",3,,2,1,2,,,,2,,,,2,1,,,,2,1,4,1,1,1,,,,11,1,1,,30,1,2,,,0,0,2800,0,0,1000,0,0,0,0,0,3800,1,1,,,,,,2,
"1000-005",1,1,"155705",2,,2,1,1,1,,,1,1,,,1,1,,,,7,1,6,2,,2,2,,2010,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,
"1000-005",1,1,"3076200501",1,,1,,1,1,,,1,1,,,1,1,,,,10,3,5,2,,2,2,,2013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,
"1000-005",1,1,"4100000504",4,,2,1,1,1,,,2,,,,1,1,,,,4,1,5,1,3,1,,,,11,1,1,,30,1,2,,,0,0,2800,1700,0,1500,0,0,0,0,0,6000,1,1,,,,,,2,
"1000-005",1,1,"4100000505",5,"X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1001-007",1,1,"155700107",2,,1,,2,,,,2,,,,2,1,,,,2,1,5,2,,2,5,,2001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,
"1001-007",1,1,"3076200701",1,,2,2,1,1,,,1,1,,,1,1,,,,6,1,6,2,,2,2,,2004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,
"1001-007",1,1,"3076200703",3,,2,2,2,,,,2,,,,2,1,,,,1,1,5,2,,1,,,,11,1,1,,10,1,1,8,"LAZY",0,0,100,0,0,100,0,500,0,0,0,700,1,1,,,,,,2,
"1001-007",1,1,"3076200704",4,"X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1002-008",1,1,"155700108",1,,1,,2,,,,2,,,,2,2,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,
"1003-001",1,1,"155901",1,,1,,1,1,,,2,,,,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,
"1003-001",1,1,"4100300108",8,,2,9,1,1,,,1,1,,,1,1,,,,8,5,7,2,,2,2,,1976,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,
"1003-001",1,1,"4100300109",9,,1,,1,1,,,1,1,,,1,1,,,,5,1,8,2,,2,7,,1978,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,
"1003-001",1,1,"4100300110",10,,2,9,1,1,,,1,1,,,1,1,,,,12,2,5,1,11,1,,,,22,1,1,,5,1,2,,,27000,0,11000,3000,0,600,0,0,17000,8000,2000,68600,1,9,,,,,,2,
"1003-003",1,1,"3076300108",2,,2,1,1,1,,,1,1,,,1,1,,,,5,1,6,1,5,1,,,,11,1,1,,15,1,2,,,0,0,2100,0,0,1500,0,0,2100,0,450,6150,2,,,,1,1,,2,
"1003-003",1,1,"3076300109",3,,2,1,2,,,,2,,,,1,1,,,,3,1,7,1,3,1,,,,11,1,1,,20,1,2,,,0,0,1050,0,0,1500,0,0,600,0,420,3570,2,,,,1,1,,2,
"1003-003",1,1,"3076300110",4,,2,1,2,,,,1,1,,,1,1,,,,3,1,7,1,3,1,,,,11,1,1,,20,1,2,,,0,0,420,0,0,1500,0,0,0,0,420,2340,2,,,,1,1,,2,
"1003-003",1,1,"3076300111",5,,2,1,2,,,,2,,,,2,1,,,,0,1,4,2,,1,,,,11,1,1,,10,1,2,,,1000,0,0,0,0,0,0,0,0,0,0,1000,2,,,,1,1,,2,
"1003-003",1,1,"4100300301",1,,1,,1,1,,,2,,,,1,1,,,,4,1,6,2,,2,2,,1997,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,
"1004-002",1,1,"155902",1,,2,2,1,1,,,1,1,,,1,1,,,,3,3,7,2,,2,2,,1990,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,
"1004-002",1,1,"155904",2,,1,,1,1,,,1,1,,,1,1,,,,11,3,6,2,,2,4,,2017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,
"1004-002",1,1,"155905",4,,2,2,1,1,,,1,1,,,1,1,,,,4,1,6,1,3,1,,,,13,1,1,,30,1,2,,,0,4500,1050,5000,0,4500,0,0,600,3000,1000,19650,2,,,,1,1,,2,
"1004-002",1,1,"3076300203",3,,2,2,1,1,,,1,1,,,1,1,,,,12,2,6,1,11,1,,,,26,1,1,,20,1,2,,,50000,0,15000,20000,0,0,0,0,30000,15000,2000,132000,2,,,,1,1,,1,1
"1004-002",1,1,"4100400205",5,"X",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"1005-003",1,1,"155903",1,,1,,1,1,,,1,1,,,1,1,,,,12,4,6,2,,2,2,,2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,
"1005-007",1,1,"3076300301",1,,2,3,1,1,,,1,1,,,1,1,,,,12,3,7,2,,2,2,,1996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,
"1005-007",1,1,"3076300302",2,,1,,1,1,,,1,1,,,1,1,,,,6,1,6,2,,2,2,,1995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,
"1005-007",1,1,"4100500704",4,,2,2,1,1,,,1,1,,,1,1,,,,11,2,5,1,10,1,,,,21,2,,,,,2,,,124500,0,6000,0,0,9000,7000,0,0,100000,0,246500,1,1,,,,,,2,
"1005-007",1,1,"4100500705",5,,1,,1,1,,,1,1,,,1,1,,,,9,2,6,1,8,1,,,,26,1,1,,45,1,2,,,150000,0,5000,6800,0,9000,0,0,0,15000,0,185800,1,1,2,,,,,1,1
