"y4_hhid","y3_hhid","HHID","case_id","ea_id","panelweight_2019","panelweight_2016","panelweight_2013","hh_wgt","region","district","ta_code","reside","dist_to_IHPS2016location","dist_to_IHPSlocation","dist_to_IHS3location","hhsize","interview_status","qx_type","consent","hh_a11","hh_a22","hh_a23","hh_a31","hh_a37","hh_a40","interviewdate_v1","interviewdate_v2","hh_g09","hh_m00","hh_o0a","hh_s01","hh_w01","consumption_date"
"1381-001","1042-001",1859,"210864360200","21086436",282.032025828676,1500.51393442326,,6002.05573769303,200,210,21086,1,0,0,0,2,1,1,1,2,18,45,1,45,18,"2019-06-28","2019-09-27",2,1,2,2,2,"2019-06-28"
"1381-002","1042-001",1859,"210864360200","21086436",517.495972974012,1500.51393442326,,6002.05573769303,200,210,21086,1,0,0,0,5,1,1,1,2,18,45,1,45,18,"2019-07-07","2019-09-23",2,1,1,1,2,"2019-07-07"
"1381-005","1042-001",1859,"210864360200","21086436",334.994347299161,1500.51393442326,,6002.05573769303,100,105,10501,2,234,235,235,2,3,1,1,1,,,1,40,15,,"2019-10-30",2,1,1,1,2,"2019-10-30"
"1382-002","1042-002",1859,"210864360200","21086436",251.418807938261,1500.51393442326,375.128483605814,6002.05573769303,200,210,21086,1,0,0,0,3,1,1,1,2,18,90,1,90,18,"2019-06-26","2019-09-24",2,2,2,2,2,"2019-06-27"
"1382-003","1042-002",1859,"210864360200","21086436",1430.27048001393,1500.51393442326,375.128483605814,6002.05573769303,200,210,21086,1,0,0,0,4,1,1,1,1,18,90,1,90,18,"2019-06-25","2019-09-24",2,1,2,1,2,"2019-06-27"
"1383-001","1043-001",1859,"210864360200","21086436",1365.29806730992,6002.05573769303,750.256967211629,6002.05573769303,200,210,21086,1,0,0,0,8,1,1,1,1,18,90,1,90,18,"2019-06-25","2019-09-24",2,1,2,2,2,"2019-06-26"
"1384-001","1044-001",1860,"210860690100","21086069",391.78305480096,435.973894532049,,871.947789064097,200,210,21086,1,0,0,0,9,2,2,1,1,18,90,1,90,18,"2019-07-15","2019-10-08",2,1,2,2,2,"2019-10-10"
"1384-011","1044-001",1860,"210860690100","21086069",79.4978541839304,435.973894532049,,871.947789064097,200,209,20906,2,124,124,125,6,4,2,1,1,,,1,68,13,,"2019-09-09",2,1,1,1,2,"2019-09-09"
"1385-006","1044-005",1860,"210860690100","21086069",182.151610109524,108.993473633012,871.947789064097,871.947789064097,200,210,21086,1,0,0,0,3,2,2,1,1,18,45,1,45,18,"2019-07-15","2019-10-08",1,1,2,2,2,"2019-10-08"
"1386-001","1045-001",1861,"210864360232","21086436",8750.49888399202,3137.1361286404,6274.2722572808,6274.2722572808,200,210,21086,1,0,0,0,6,1,1,1,1,18,45,1,45,18,"2019-06-25","2019-09-23",2,1,2,1,2,"2019-06-25"
"1387-001","1046-001",1862,"210860690077","21086069",445.240187039583,215.037098970358,,860.148395881432,200,210,21086,1,0,0,0,4,2,2,1,2,18,90,1,90,18,"2019-07-15","2019-10-07",2,1,2,2,2,"2019-10-07"
"1388-002","1046-002",1862,"210860690077","21086069",495.153079167115,215.037098970358,430.074197940716,860.148395881432,200,208,20804,2,0,60,60,6,2,2,1,1,13,62,1,62,13,"2019-06-29","2019-09-20",2,1,2,1,2,"2019-09-20"
"1389-002","1047-001",1863,"210864360312","21086436",2447.9047648509,1003.9099633893,,6023.45978033579,200,204,20404,2,0,44,44,7,1,1,1,1,3,29,1,72,3,"2019-06-19","2019-10-02",2,1,2,1,2,"2019-06-19"
"1390-002","1047-002",1863,"210864360312","21086436",4487.53440557579,2007.8199267786,3011.7298901679,6023.45978033579,200,206,20602,2,0,28,27,5,1,1,1,1,11,3,1,3,11,"2019-06-12","2019-09-10",1,1,1,2,2,"2019-06-12"
"1391-001","1048-001",1864,"210860690193","21086069",728.816222593551,523.181201904233,523.181201904233,1046.36240380847,200,210,21086,1,0,0,0,6,2,2,1,1,18,45,1,45,18,"2019-07-16","2019-10-10",1,1,2,2,2,"2019-10-10"
"1392-001","1049-001",1865,"210864360071","21086436",4705.94788623424,5841.22898510635,5841.22898510635,5841.22898510635,100,105,10502,2,304,304,304,2,3,1,1,1,,,1,40,15,,"2019-11-07",2,1,1,2,2,"2019-11-07"
"1393-001","1050-001",1866,"210860690170","21086069",656.425501591826,403.27640557786,403.27640557786,806.552811155719,200,206,20615,2,33,33,32,4,2,2,1,4,11,49,1,49,11,"2019-07-20","2019-10-02",1,1,1,2,2,"2019-10-02"
"1394-001","1051-001",1867,"210864360216","21086436",1576.33753152416,1778.0017571942,,5926.67252398065,200,210,21086,1,0,0,0,6,1,1,1,1,18,86,1,92,18,"2019-06-27","2019-09-23",2,1,2,2,2,"2019-06-27"
"1394-005","1051-001",1867,"210864360216","21086436",1542.21767153446,1778.0017571942,,5926.67252398065,200,210,21086,1,0,0,0,4,1,1,1,2,18,86,2,92,18,"2019-06-29","2019-09-23",2,2,2,2,2,"2019-06-29"
"1395-004","1051-002",1867,"210864360216","21086436",1182.71952006273,1185.33450479613,2963.33626199033,5926.67252398065,200,210,21086,1,0,0,0,11,1,1,1,1,18,86,1,92,18,"2019-06-24","2019-09-23",2,1,2,2,2,"2019-06-24"
"1396-002","1052-002",1868,"210860690216","21086069",197.243196573283,214.949600189758,,859.798400759033,300,307,30701,2,0,307,307,6,2,2,1,1,10,65,1,65,10,"2019-07-01","2019-10-25",2,1,1,1,2,"2019-10-25"
"1397-004","1052-004",1868,"210860690216","21086069",280.471519791036,214.949600189758,429.899200379517,859.798400759033,200,210,21086,1,0,0,0,4,2,2,1,3,18,86,1,92,18,"2019-07-15","2019-10-08",2,1,2,1,2,"2019-10-08"
"1398-001","1053-001",1869,"210864360006","21086436",11544.7643280081,3266.89416921233,6533.78833842467,6533.78833842467,200,206,20607,2,15,16,15,4,1,1,1,3,12,50,1,50,12,"2019-07-26","2019-10-21",2,1,2,2,2,"2019-07-26"
"1399-001","1054-001",1870,"210860690065","21086069",672.688711097628,452.674432379306,226.337216189653,905.348864758611,200,210,21086,1,0,0,0,5,2,2,1,1,18,86,1,92,18,"2019-07-15","2019-10-07",2,1,2,1,2,"2019-10-07"
"1400-001","1055-001",1870,"210860690065","21086069",568.366452393394,452.674432379306,452.674432379306,905.348864758611,200,210,21086,1,0,0,0,5,2,2,1,1,18,86,1,92,18,"2019-07-15","2019-10-08",2,1,2,2,2,"2019-10-08"
"1401-001","1056-001",1871,"210864360135","21086436",3282.91472778406,3265.98407146237,3265.98407146237,6531.96814292473,200,210,20615,2,9,9,9,7,1,1,1,2,18,7,1,7,18,"2019-06-27","2019-09-23",2,1,1,2,2,"2019-06-27"
"1401-002","1056-001",1871,"210864360135","21086436",1094.30490926135,3265.98407146237,3265.98407146237,6531.96814292473,200,210,21086,1,0,0,0,5,1,1,1,1,18,7,1,7,18,"2019-06-29","2019-09-23",2,1,1,2,2,"2019-07-01"
"1403-001","1058-001",1872,"210860690112","21086069",526.352544985408,416.777006537257,104.194251634314,833.554013074513,200,210,21086,1,0,0,0,4,2,2,1,1,18,7,1,7,18,"2019-07-15","2019-10-07",1,1,2,1,2,"2019-10-07"
"1404-001","1059-001",1872,"210860690112","21086069",159.501371386437,416.777006537257,104.194251634314,833.554013074513,200,210,21086,1,0,0,0,3,2,2,1,1,18,45,1,45,18,"2019-07-15","2019-10-10",2,1,2,2,2,"2019-10-10"
"1404-002","1059-001",1872,"210860690112","21086069",315.510012012587,416.777006537257,104.194251634314,833.554013074513,200,210,21086,1,0,0,0,3,2,2,1,1,18,45,1,45,18,"2019-07-16","2019-10-07",2,1,2,2,2,"2019-10-07"
"1405-001","1060-001",1873,"210864360023","21086436",8042.86449250508,3147.70236124768,6295.40472249535,6295.40472249535,200,210,21086,1,0,0,0,7,1,1,1,1,18,7,1,7,18,"2019-06-26","2019-09-23",1,1,2,2,2,"2019-06-26"
"1406-001","1061-001",1877,"210864360264","21086436",4559.83677637476,3255.56988532817,4883.35482799226,6511.13977065634,200,201,20402,2,0,64,64,1,1,1,1,1,3,31,1,31,3,"2019-07-30","2019-10-03",1,1,1,2,2,"2019-07-30"
"1406-002","1061-001",1877,"210864360264","21086436",3098.92109651931,3255.56988532817,4883.35482799226,6511.13977065634,200,204,20402,2,0,64,64,4,1,1,1,1,3,31,1,51,3,"2019-06-22","2019-10-03",1,1,2,2,2,"2019-06-22"
"1406-006","1061-001",1877,"210864360264","21086436",773.112883160873,3255.56988532817,4883.35482799226,6511.13977065634,200,204,20402,2,0,64,64,2,1,1,1,1,3,29,1,31,3,"2019-07-30","2019-10-03",2,1,2,2,2,"2019-07-30"
"1407-001","1062-001",1877,"210864360264","21086436",2901.11255233003,3255.56988532817,813.892471332043,6511.13977065634,200,204,20402,2,0,0,66,6,1,1,1,1,3,29,2,72,3,"2019-06-22","2019-10-03",2,1,1,2,2,"2019-06-22"
"1408-001","1063-001",1879,"210864360119","21086436",3662.25555649869,5696.57124765982,5696.57124765982,5696.57124765982,200,210,21086,1,0,0,0,8,1,1,1,1,18,7,1,7,18,"2019-06-24","2019-09-23",2,1,2,1,2,"2019-07-01"
"1409-001","1064-001",1881,"210864360280","21086436",3885.10127084787,5855.76739962482,5855.76739962482,5855.76739962482,200,210,21086,1,0,0,0,5,1,1,1,2,18,7,1,7,18,"2019-06-24","2019-09-23",2,1,2,2,2,"2019-06-24"
"1410-001","1065-001",1883,"210864360103","21086436",8877.24116156052,6202.69725887337,3101.34862943668,6202.69725887337,200,210,21086,1,0,0,0,4,1,1,1,1,18,45,1,45,18,"2019-06-29","2019-09-23",1,1,2,1,2,"2019-06-29"
"1411-001","1067-001",1885,"210864360296","21086436",8983.69504274474,3157.22108686883,1578.61054343442,6314.44217373767,200,210,21086,1,0,0,0,6,1,1,1,1,18,86,1,92,18,"2019-06-26","2019-09-24",2,1,2,2,2,"2019-06-26"
"1412-001","1068-001",1887,"210864360167","21086436",2854.93261567049,5908.39495377263,1181.67899075453,5908.39495377263,200,210,21086,1,0,0,0,3,1,1,1,1,18,45,1,45,18,"2019-06-25","2019-09-23",2,1,1,2,2,"2019-06-25"
"1413-001","1069-001",1887,"210864360167","21086436",5307.41730834432,5908.39495377263,1772.51848613179,5908.39495377263,200,204,20406,2,0,0,35,6,1,1,1,1,3,31,1,31,3,"2019-06-20","2019-10-26",1,1,2,2,2,"2019-06-20"
"1414-001","1070-001",1904,"301015450083","30101545",2544.73610155835,971.827731092546,971.827731092546,1943.65546218509,300,301,30101,2,0,0,0,4,2,2,1,2,5,73,1,93,5,"2019-07-01","2019-10-02",2,1,2,2,2,"2019-10-02"
"1415-001","1071-001",1906,"301015450117","30101545",1177.83016697004,1931.56890660123,965.784453300616,1931.56890660123,300,301,30101,2,0,0,0,5,2,2,1,1,5,8,1,8,5,"2019-06-28","2019-10-02",1,1,1,2,2,"2019-10-02"
"1415-002","1071-001",1906,"301015450117","30101545",218.788239143655,1931.56890660123,965.784453300616,1931.56890660123,300,301,30101,2,0,0,7,4,2,2,1,1,5,23,1,8,5,"2019-06-29","2019-10-18",1,1,2,2,2,"2019-10-18"
"1415-005","1071-001",1906,"301015450117","30101545",224.0303281017,1931.56890660123,965.784453300616,1931.56890660123,300,301,30101,2,0,0,0,3,2,2,1,2,5,8,1,8,5,"2019-06-29","2019-10-02",1,1,2,2,2,"2019-10-02"
"1415-008","1071-001",1906,"301015450117","30101545",215.079963903932,1931.56890660123,965.784453300616,1931.56890660123,300,301,30101,2,0,0,0,4,2,2,1,2,5,8,1,8,5,"2019-07-01","2019-10-01",1,1,2,2,2,"2019-10-01"
"1416-001","1072-001",1908,"301015450016","30101545",367.182172918698,1934.21867658721,1934.21867658721,1934.21867658721,300,301,30101,2,0,0,0,6,2,2,1,1,5,73,1,93,5,"2019-06-28","2019-10-01",2,1,1,2,2,"2019-10-01"
"1416-002","1072-001",1908,"301015450016","30101545",420.070278108876,1934.21867658721,1934.21867658721,1934.21867658721,300,301,30101,2,0,0,0,5,2,2,1,2,5,73,1,200,5,"2019-06-28","2019-10-01",1,1,2,1,2,"2019-10-01"
"1416-004","1072-001",1908,"301015450016","30101545",421.064527287832,1934.21867658721,1934.21867658721,1934.21867658721,300,301,30101,2,0,0,0,2,2,2,1,2,5,73,1,200,5,"2019-06-28","2019-10-01",1,1,2,1,2,"2019-10-01"
"1417-001","1073-001",1910,"301015450063","30101545",1750.02458593022,1867.04172323351,933.520861616757,1867.04172323351,300,301,30101,2,0,0,0,5,2,2,1,1,5,23,1,93,5,"2019-06-28","2019-10-01",2,1,1,2,2,"2019-10-01"
"1417-007","1073-001",1910,"301015450063","30101545",289.548361363651,1867.04172323351,933.520861616757,1867.04172323351,300,312,31204,2,53,53,52,6,2,2,1,4,5,8,1,8,5,"2019-07-24","2019-09-30",1,1,1,2,2,"2019-09-30"
"1418-003","1074-001",1912,"301015450090","30101545",1239.63110273712,1952.05115208582,976.025576042911,1952.05115208582,300,301,30101,2,0,0,14,4,2,2,1,1,5,23,1,8,5,"2019-07-02","2019-10-07",1,1,2,2,2,"2019-10-07"
"1419-001","1075-001",1914,"301015450023","30101545",365.792302261384,934.614743478394,700.961057608795,1869.22948695679,300,301,30101,2,0,0,0,6,2,2,1,1,5,73,1,93,5,"2019-06-28","2019-10-01",2,1,2,2,1,"2019-10-01"
"1419-002","1075-001",1914,"301015450023","30101545",506.026142937014,934.614743478394,700.961057608795,1869.22948695679,300,301,30101,2,0,0,0,6,2,2,1,2,5,73,1,36,5,"2019-06-28","2019-10-02",2,1,2,2,2,"2019-10-02"
"1420-001","1076-001",1914,"301015450023","30101545",139.420597137464,934.614743478394,233.653685869598,1869.22948695679,300,301,30101,2,0,0,13,6,2,2,1,1,5,8,1,93,5,"2019-07-02","2019-10-07",1,1,2,2,2,"2019-10-07"
"1420-002","1076-001",1914,"301015450023","30101545",143.202052012654,934.614743478394,233.653685869598,1869.22948695679,300,301,30101,2,15,15,0,4,2,2,1,3,5,73,1,200,5,"2019-07-01","2019-10-02",1,1,2,2,2,"2019-10-02"
"1421-001","1077-001",1916,"301015450110","30101545",1155.50467018584,1917.98908741548,958.994543707738,1917.98908741548,300,301,30102,2,20,20,19,4,2,2,1,3,5,36,1,93,5,"2019-07-24","2019-10-25",2,1,1,1,2,"2019-10-25"
"1422-001","1078-001",1918,"301015450137","30101545",377.099854083025,978.881110761862,652.587407174575,1957.76222152372,300,301,30101,2,0,0,0,4,2,2,1,1,5,36,1,36,5,"2019-06-28","2019-10-02",2,1,2,1,2,"2019-10-02"
"1423-001","1079-001",1918,"301015450137","30101545",1131.57971143159,1957.76222152372,326.293703587287,1957.76222152372,300,301,30101,2,0,0,26,6,2,2,1,1,5,73,1,200,5,"2019-06-27","2019-10-08",1,1,1,2,2,"2019-10-08"
"1423-003","1079-001",1918,"301015450137","30101545",223.927383528679,1957.76222152372,326.293703587287,1957.76222152372,300,301,30101,2,0,0,26,5,2,2,1,1,5,23,1,93,5,"2019-06-27","2019-10-08",2,1,2,2,2,"2019-10-08"
"1425-002","1081-001",1920,"301015450043","30101545",897.652302027826,935.850849143806,935.850849143806,1871.70169828761,300,301,30101,2,0,0,0,8,2,2,1,1,5,23,1,200,5,"2019-06-28","2019-10-02",1,1,2,1,2,"2019-10-02"
"1425-004","1081-001",1920,"301015450043","30101545",800.199068876731,935.850849143806,935.850849143806,1871.70169828761,200,210,21054,1,146,146,146,1,4,2,1,1,,,1,54,6,,"2019-09-23",2,2,2,2,2,"2019-09-23"
"1426-002","1082-001",1921,"301012800326","30101280",3695.29364496183,1459.76990920612,1459.76990920612,2919.53981841224,300,301,30101,2,0,0,0,5,1,1,1,1,5,73,1,73,5,"2019-05-07","2019-08-12",2,1,2,2,2,"2019-05-07"
"1427-001","1083-001",1922,"301015450010","30101545",2267.54867230497,959.450240071051,959.450240071051,1918.9004801421,300,301,30101,2,0,0,0,5,2,2,1,1,5,8,1,200,5,"2019-06-29","2019-10-02",1,1,2,1,2,"2019-10-02"
"1428-001","1084-001",1923,"301012800063","30101280",681.942621842062,1594.82430504451,797.412152522254,3189.64861008902,300,301,30101,2,0,0,0,9,1,1,1,1,5,73,1,73,5,"2019-05-08","2019-08-12",1,1,1,2,2,"2019-05-08"
"1429-001","1085-001",1923,"301012800063","30101280",698.556958533039,797.412152522254,,3189.64861008902,300,301,30101,2,0,0,0,10,1,1,1,1,5,73,1,73,5,"2019-05-06","2019-08-12",1,1,1,2,2,"2019-05-06"
"1430-002","1085-002",1923,"301012800063","30101280",1083.99678860315,797.412152522254,797.412152522254,3189.64861008902,300,301,30106,2,0,14,15,8,1,1,1,1,5,36,1,36,5,"2019-05-10","2019-08-13",2,1,1,2,2,"2019-05-10"
"1431-001","1086-001",1924,"301015450030","30101545",584.244720985628,1887.59639603187,808.969884013657,1887.59639603187,300,312,30222,1,61,61,60,1,2,2,1,4,5,200,1,200,5,"2019-07-24","2019-09-30",1,1,1,2,2,"2019-09-30"
"1431-002","1086-001",1924,"301015450030","30101545",968.995415023428,1887.59639603187,808.969884013657,1887.59639603187,300,301,30101,2,0,0,0,3,2,2,1,1,5,36,1,36,5,"2019-06-28","2019-10-01",2,1,1,2,2,"2019-10-01"
"1431-004","1086-001",1924,"301015450030","30101545",280.395712288071,1887.59639603187,808.969884013657,1887.59639603187,300,301,30101,2,6,6,7,3,2,2,1,1,5,23,1,93,5,"2019-07-01","2019-10-18",1,1,2,1,2,"2019-10-18"
"1431-006","1086-001",1924,"301015450030","30101545",308.186411582895,1887.59639603187,808.969884013657,1887.59639603187,300,301,30101,2,0,0,0,2,2,2,1,1,5,36,2,200,5,"2019-06-29","2019-10-07",1,1,2,2,2,"2019-10-07"
"1432-001","1089-001",1926,"301015450097","30101545",376.695853011446,1881.94340265028,1881.94340265028,1881.94340265028,300,301,30101,2,0,0,0,8,2,2,1,1,5,8,1,8,5,"2019-06-28","2019-10-01",1,1,1,2,2,"2019-10-01"
"1432-002","1089-001",1926,"301015450097","30101545",1552.39232698439,1881.94340265028,1881.94340265028,1881.94340265028,300,301,30101,2,0,0,0,3,2,2,1,2,5,36,1,36,5,"2019-07-02","2019-10-07",2,1,1,2,2,"2019-10-07"
"1433-001","1090-001",1927,"301012800312","30101280",3107.34595370224,1497.43557961242,1497.43557961242,2994.87115922483,300,301,30101,2,0,0,0,7,1,1,1,1,5,8,1,8,5,"2019-05-06","2019-08-12",1,1,1,2,2,"2019-05-06"
"1433-007","1090-001",1927,"301012800312","30101280",362.438515159075,1497.43557961242,1497.43557961242,2994.87115922483,300,301,30101,2,0,0,6,6,1,1,1,1,5,8,1,8,5,"2019-05-10","2019-08-13",1,1,1,2,2,"2019-05-10"
"1434-001","1091-001",1928,"301015450124","30101545",2280.81737648612,1993.84672653773,996.923363268864,1993.84672653773,300,301,30101,2,0,0,0,8,2,2,1,1,5,36,1,36,5,"2019-06-28","2019-10-01",2,1,1,2,2,"2019-10-01"
"1434-006","1091-001",1928,"301015450124","30101545",234.862094321346,1993.84672653773,996.923363268864,1993.84672653773,200,210,20611,1,149,149,149,5,4,2,1,1,,,1,45,18,,"2019-10-31",2,1,1,2,2,"2019-10-31"
"1435-001","1092-001",1929,"301012800072","30101280",3643.43775914305,3033.7223351993,3033.7223351993,3033.7223351993,300,301,30120,1,9,9,8,5,1,1,1,1,5,73,1,73,5,"2019-05-09","2019-08-12",1,1,1,2,2,"2019-05-09"
"1436-002","1093-002",1930,"301015450057","30101545",1166.1052563268,975.188141333365,1950.37628266673,1950.37628266673,300,301,30101,2,0,11,11,7,2,2,1,1,5,36,1,8,5,"2019-07-01","2019-10-18",1,1,2,2,2,"2019-10-18"
"1437-002","1094-001",1931,"301012800179","30101280",2261.13418356034,1520.12465760539,3040.24931521077,3040.24931521077,300,301,30101,2,0,0,0,9,1,1,1,1,5,23,1,93,5,"2019-05-07","2019-08-12",1,1,2,2,2,"2019-05-09"
"1438-001","1095-001",1932,"301015450050","30101545",1053.00746210494,1797.46856809432,898.734284047162,1797.46856809432,300,301,30101,2,0,0,0,4,2,2,1,1,5,23,1,200,5,"2019-06-28","2019-10-01",1,1,1,2,2,"2019-10-01"
"1439-001","1096-001",1933,"301012800089","30101280",497.063655454735,3004.80995697476,2003.20663798317,3004.80995697476,300,301,30101,2,0,0,0,4,1,1,1,1,5,36,1,36,5,"2019-05-08","2019-08-12",2,1,1,2,2,"2019-05-08"
"1440-001","1097-001",1933,"301012800089","30101280",2402.94968536861,3004.80995697476,500.801659495793,3004.80995697476,300,301,30104,2,0,0,17,5,1,1,1,1,5,36,1,36,5,"2019-05-23","2019-08-23",2,1,1,1,1,"2019-05-24"
"1440-003","1097-001",1933,"301012800089","30101280",256.867035332506,3004.80995697476,500.801659495793,3004.80995697476,300,301,30120,1,20,20,9,2,1,1,1,3,5,36,1,36,5,"2019-05-25","2019-08-13",2,1,2,2,2,"2019-05-25"
"1441-001","1098-001",1934,"301015450077","30101545",1186.51986070698,1851.21609145367,1851.21609145367,1851.21609145367,300,301,30101,2,0,0,0,9,2,2,1,1,5,73,1,93,5,"2019-07-01","2019-10-02",2,1,1,2,1,"2019-10-02"
"1442-002","1099-001",1935,"301012800066","30101280",730.228386089175,250.312351873218,,3003.74822247862,300,301,30101,2,0,0,0,3,1,1,1,1,5,8,1,8,5,"2019-05-07","2019-08-12",1,1,1,2,1,"2019-05-07"
"1443-002","1099-002",1935,"301012800066","30101280",2208.51297718453,2503.12351873218,3003.74822247862,3003.74822247862,300,301,30101,2,0,0,0,5,1,1,1,1,5,36,1,36,5,"2019-05-06","2019-08-12",2,1,1,2,2,"2019-05-07"
"1444-002","1100-001",1937,"301012800351","30101280",1547.20982685087,3009.28132827663,1003.09377609221,3009.28132827663,300,301,30101,2,0,0,0,5,1,1,1,1,5,36,1,36,5,"2019-05-06","2019-08-12",2,1,1,2,2,"2019-05-06"
"1445-002","1101-002",1937,"301012800351","30101280",1410.19624378222,1504.64066413832,250.773444023053,3009.28132827663,300,301,30101,2,0,0,0,5,1,1,1,1,5,23,1,93,5,"2019-05-06","2019-08-12",1,1,2,2,2,"2019-05-06"
"1446-001","1102-001",1937,"301012800351","30101280",1187.90829496656,1504.64066413832,250.773444023053,3009.28132827663,300,301,30101,2,0,0,0,3,1,1,1,1,5,23,1,93,5,"2019-05-07","2019-08-12",2,1,2,2,2,"2019-05-07"
"1447-001","1103-001",1939,"301012800172","30101280",2029.61796676327,3196.04608962548,1598.02304481274,3196.04608962548,300,301,30101,2,0,7,0,4,1,1,1,1,5,36,1,36,5,"2019-05-07","2019-08-12",1,1,2,2,2,"2019-05-07"
"1448-002","1104-002",1941,"301012800051","30101280",2159.47725544007,1627.87451152418,3255.74902304836,3255.74902304836,300,301,30101,2,0,0,0,4,1,1,1,1,5,8,1,8,5,"2019-05-08","2019-08-17",1,1,2,2,2,"2019-05-08"
"1449-001","1105-001",1943,"301012800128","30101280",2290.71231215913,1774.53932292029,1774.53932292029,3549.07864584059,300,301,30101,2,0,0,0,1,1,1,1,3,5,23,1,93,5,"2019-05-08","2019-08-12",2,1,2,2,2,"2019-05-08"
"1449-002","1105-001",1943,"301012800128","30101280",1125.60863614716,1774.53932292029,1774.53932292029,3549.07864584059,300,301,30101,2,0,0,0,6,1,1,1,1,5,23,1,93,5,"2019-05-06","2019-08-12",2,1,2,2,2,"2019-05-06"
"1450-001","1106-001",1945,"301012800121","30101280",611.58133456805,1476.17350285117,1476.17350285117,2952.34700570233,300,301,30102,2,25,25,24,4,1,1,1,3,5,73,1,73,5,"2019-05-10","2019-08-13",1,1,2,2,2,"2019-05-10"
"1450-002","1106-001",1945,"301012800121","30101280",1217.67763474536,1476.17350285117,1476.17350285117,2952.34700570233,300,301,30108,2,81,81,81,6,1,1,1,3,5,23,1,8,5,"2019-05-28","2019-09-21",2,1,2,2,2,"2019-05-28"
"1451-001","1107-001",1947,"301012800247","30101280",1939.13872505062,818.735758683992,,3274.94303473597,300,301,30101,2,0,0,0,6,1,1,1,1,5,36,1,36,5,"2019-05-08","2019-08-12",2,1,2,2,2,"2019-05-09"
"1454-001","1109-001",1949,"301012800130","30101280",1783.80453147208,2817.23110901635,1056.46166588113,2817.23110901635,300,301,30101,2,0,0,0,7,1,1,1,1,5,23,1,93,5,"2019-05-08","2019-08-12",2,1,1,2,1,"2019-05-08"
